season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
Spring,y0,m12,h9,No,w4,Yes,Mist,0.2,0.2121,0.64,0.1343,15,155,170
Spring,y0,m12,h10,No,w4,Yes,Mist,0.22,0.2273,0.64,0.1642,13,97,110
Spring,y0,m12,h11,No,w4,Yes,Mist,0.24,0.2576,0.6,0.0896,23,99,122
Spring,y0,m12,h12,No,w4,Yes,Mist,0.26,0.2727,0.56,0.1045,12,118,130
Spring,y0,m12,h13,No,w4,Yes,Mist,0.28,0.2879,0.52,0.1045,36,95,131
Spring,y0,m12,h14,No,w4,Yes,Mist,0.3,0.3333,0.52,0,30,112,142
Spring,y0,m12,h15,No,w4,Yes,Mist,0.3,0.3182,0.52,0.0896,27,150,177
Spring,y0,m12,h16,No,w4,Yes,Clear,0.3,0.303,0.52,0.1642,22,155,177
Spring,y0,m12,h17,No,w4,Yes,Clear,0.3,0.303,0.61,0.1642,14,226,240
Spring,y0,m12,h18,No,w4,Yes,Clear,0.3,0.303,0.56,0.1343,15,192,207
Spring,y0,m12,h19,No,w4,Yes,Clear,0.3,0.3182,0.56,0.1045,11,124,135
Spring,y0,m12,h20,No,w4,Yes,Clear,0.28,0.2879,0.65,0.1045,8,88,96
Spring,y0,m12,h21,No,w4,Yes,Mist,0.28,0.2879,0.61,0.1343,8,60,68
Spring,y0,m12,h22,No,w4,Yes,Clear,0.28,0.2879,0.65,0.1343,7,48,55
Spring,y0,m12,h23,No,w4,Yes,Clear,0.3,0.303,0.65,0.1642,1,44,45
Spring,y0,m12,h0,No,w5,Yes,Clear,0.28,0.2879,0.7,0.1343,4,26,30
Spring,y0,m12,h1,No,w5,Yes,Clear,0.26,0.2879,0.65,0.0896,9,11,20
Spring,y0,m12,h2,No,w5,Yes,Clear,0.24,0.2576,0.7,0.1045,2,10,12
Spring,y0,m12,h3,No,w5,Yes,Clear,0.24,0.2576,0.7,0.1045,0,6,6
Spring,y0,m12,h4,No,w5,Yes,Clear,0.24,0.2576,0.7,0.0896,0,2,2
Spring,y0,m12,h5,No,w5,Yes,Clear,0.22,0.2576,0.75,0.0896,0,10,10
Spring,y0,m12,h6,No,w5,Yes,Clear,0.24,0.2576,0.7,0.0896,1,31,32
Spring,y0,m12,h7,No,w5,Yes,Clear,0.24,0.2576,0.75,0.0896,3,92,95
Spring,y0,m12,h8,No,w5,Yes,Mist,0.24,0.2576,0.75,0.0896,12,193,205
Spring,y0,m12,h9,No,w5,Yes,Clear,0.26,0.303,0.75,0,19,175,194
Spring,y0,m12,h10,No,w5,Yes,Clear,0.3,0.2879,0.65,0.2537,10,108,118
Spring,y0,m12,h11,No,w5,Yes,Clear,0.32,0.3182,0.66,0.194,45,126,171
Spring,y0,m12,h12,No,w5,Yes,Clear,0.32,0.3333,0.57,0.1343,38,159,197
Spring,y0,m12,h13,No,w5,Yes,Mist,0.36,0.3485,0.53,0.1343,53,154,207
Spring,y0,m12,h14,No,w5,Yes,Mist,0.4,0.4091,0.47,0.0896,67,178,245
Spring,y0,m12,h15,No,w5,Yes,Clear,0.42,0.4242,0.44,0,56,236,292
Spring,y0,m12,h16,No,w5,Yes,Clear,0.42,0.4242,0.47,0.194,36,247,283
Spring,y0,m12,h17,No,w5,Yes,Clear,0.38,0.3939,0.54,0.1642,54,188,242
Spring,y0,m12,h18,No,w5,Yes,Clear,0.36,0.3485,0.62,0.1343,19,163,182
Spring,y0,m12,h19,No,w5,Yes,Mist,0.34,0.303,0.49,0.4179,16,96,112
Spring,y0,m12,h20,No,w5,Yes,Mist,0.34,0.3485,0.66,0.1045,16,75,91
Spring,y0,m12,h21,No,w5,Yes,Mist,0.36,0.3636,0.66,0.1045,11,84,95
Spring,y0,m12,h22,No,w5,Yes,Mist,0.34,0.3333,0.71,0.1642,7,78,85
Spring,y0,m12,h23,No,w5,Yes,Mist,0.36,0.3333,0.66,0.2537,13,60,73
Spring,y0,m12,h0,No,w6,No,Mist,0.38,0.3939,0.62,0.3284,7,37,44
Spring,y0,m12,h1,No,w6,No,Mist,0.4,0.4091,0.62,0.2836,4,31,35
Spring,y0,m12,h2,No,w6,No,Mist,0.4,0.4091,0.62,0.2836,1,27,28
Spring,y0,m12,h3,No,w6,No,Mist,0.4,0.4091,0.62,0.2836,1,17,18
Spring,y0,m12,h4,No,w6,No,Clear,0.38,0.3939,0.71,0.2239,1,9,10
Spring,y0,m12,h5,No,w6,No,Mist,0.36,0.3485,0.76,0.2239,1,0,1
Spring,y0,m12,h6,No,w6,No,Mist,0.4,0.4091,0.71,0.0896,1,5,6
Spring,y0,m12,h7,No,w6,No,Snow,0.38,0.3939,0.76,0,6,13,19
Spring,y0,m12,h8,No,w6,No,Clear,0.34,0.3333,0.81,0.1343,7,42,49
Spring,y0,m12,h9,No,w6,No,Clear,0.38,0.3939,0.76,0,18,72,90
Spring,y0,m12,h10,No,w6,No,Clear,0.4,0.4091,0.76,0.1642,20,108,128
Spring,y0,m12,h11,No,w6,No,Clear,0.42,0.4242,0.71,0.1642,65,152,217
Spring,y0,m12,h12,No,w6,No,Clear,0.52,0.5,0.39,0.2985,93,180,273
Spring,y0,m12,h13,No,w6,No,Clear,0.5,0.4848,0.42,0.4925,108,205,313
Spring,y0,m12,h14,No,w6,No,Clear,0.46,0.4545,0.51,0.3284,115,185,300
Spring,y0,m12,h15,No,w6,No,Clear,0.46,0.4545,0.47,0.4925,89,164,253
Spring,y0,m12,h16,No,w6,No,Clear,0.44,0.4394,0.51,0.3881,52,143,195
Spring,y0,m12,h17,No,w6,No,Clear,0.42,0.4242,0.54,0.194,28,101,129
Spring,y0,m12,h18,No,w6,No,Clear,0.42,0.4242,0.54,0.1343,13,80,93
Spring,y0,m12,h19,No,w6,No,Clear,0.42,0.4242,0.54,0.2239,19,73,92
Spring,y0,m12,h20,No,w6,No,Clear,0.42,0.4242,0.54,0.2239,8,63,71
Spring,y0,m12,h21,No,w6,No,Clear,0.4,0.4091,0.58,0.194,2,50,52
Spring,y0,m12,h22,No,w6,No,Clear,0.38,0.3939,0.62,0.1343,2,36,38
Spring,y0,m12,h23,No,w6,No,Clear,0.36,0.3788,0.66,0,4,27,31
Spring,y1,m1,h0,No,w0,No,Clear,0.36,0.3788,0.66,0,5,43,48
Spring,y1,m1,h1,No,w0,No,Clear,0.36,0.3485,0.66,0.1343,15,78,93
Spring,y1,m1,h2,No,w0,No,Clear,0.32,0.3485,0.76,0,16,59,75
Spring,y1,m1,h3,No,w0,No,Clear,0.3,0.3333,0.81,0,11,41,52
Spring,y1,m1,h4,No,w0,No,Clear,0.28,0.303,0.81,0.0896,0,8,8
Spring,y1,m1,h5,No,w0,No,Clear,0.28,0.2879,0.81,0.1045,0,5,5
Spring,y1,m1,h6,No,w0,No,Clear,0.26,0.2727,0.93,0.1343,1,1,2
Spring,y1,m1,h7,No,w0,No,Clear,0.26,0.2576,0.93,0.1642,1,6,7
Spring,y1,m1,h8,No,w0,No,Clear,0.26,0.2727,0.87,0.1045,4,10,14
Spring,y1,m1,h9,No,w0,No,Clear,0.26,0.2727,0.93,0.1045,13,27,40
Spring,y1,m1,h10,No,w0,No,Clear,0.3,0.3182,0.81,0.1045,18,52,70
Spring,y1,m1,h11,No,w0,No,Clear,0.34,0.3333,0.76,0.1343,40,98,138
Spring,y1,m1,h12,No,w0,No,Clear,0.4,0.4091,0.62,0.2836,58,143,201
Spring,y1,m1,h13,No,w0,No,Clear,0.42,0.4242,0.58,0.2836,82,141,223
Spring,y1,m1,h14,No,w0,No,Clear,0.44,0.4394,0.54,0.2985,120,147,267
Spring,y1,m1,h15,No,w0,No,Clear,0.46,0.4545,0.51,0.2985,101,164,265
Spring,y1,m1,h16,No,w0,No,Mist,0.44,0.4394,0.54,0.2985,68,147,215
Spring,y1,m1,h17,No,w0,No,Mist,0.48,0.4697,0.48,0.1642,36,75,111
Spring,y1,m1,h18,No,w0,No,Snow,0.46,0.4545,0.59,0.2537,25,81,106
Spring,y1,m1,h19,No,w0,No,Snow,0.42,0.4242,0.67,0.3881,20,85,105
Spring,y1,m1,h20,No,w0,No,Mist,0.44,0.4394,0.62,0.2985,25,58,83
Spring,y1,m1,h21,No,w0,No,Mist,0.44,0.4394,0.67,0.2537,10,61,71
Spring,y1,m1,h22,No,w0,No,Clear,0.46,0.4545,0.55,0.4179,13,53,66
Spring,y1,m1,h23,No,w0,No,Clear,0.44,0.4394,0.51,0.2985,4,25,29
Spring,y1,m1,h0,Yes,w1,No,Clear,0.4,0.4091,0.4,0.4627,8,31,39
Spring,y1,m1,h1,Yes,w1,No,Clear,0.36,0.3333,0.43,0.4179,1,11,12
Spring,y1,m1,h2,Yes,w1,No,Clear,0.36,0.3182,0.34,0.4478,1,6,7
Spring,y1,m1,h4,Yes,w1,No,Clear,0.28,0.2576,0.45,0.3284,0,4,4
Spring,y1,m1,h5,Yes,w1,No,Clear,0.28,0.2576,0.45,0.3284,1,3,4
Spring,y1,m1,h6,Yes,w1,No,Clear,0.26,0.2273,0.41,0.3881,0,14,14
Spring,y1,m1,h7,Yes,w1,No,Clear,0.24,0.2121,0.32,0.3881,0,16,16
Spring,y1,m1,h8,Yes,w1,No,Clear,0.24,0.2273,0.35,0.2537,2,51,53
Spring,y1,m1,h9,Yes,w1,No,Clear,0.24,0.2576,0.35,0,15,53,68
Spring,y1,m1,h10,Yes,w1,No,Clear,0.26,0.2424,0.35,0.2836,20,89,109
Spring,y1,m1,h11,Yes,w1,No,Clear,0.26,0.2121,0.35,0.4925,33,142,175
Spring,y1,m1,h12,Yes,w1,No,Clear,0.28,0.2727,0.36,0.2537,41,161,202
Spring,y1,m1,h13,Yes,w1,No,Clear,0.3,0.2727,0.36,0.2985,26,150,176
Spring,y1,m1,h14,Yes,w1,No,Clear,0.3,0.2727,0.36,0.4179,10,141,151
Spring,y1,m1,h15,Yes,w1,No,Clear,0.28,0.2424,0.38,0.4478,29,139,168
Spring,y1,m1,h16,Yes,w1,No,Clear,0.26,0.2273,0.35,0.4179,10,144,154
Spring,y1,m1,h17,Yes,w1,No,Clear,0.26,0.2273,0.35,0.3881,17,136,153
Spring,y1,m1,h18,Yes,w1,No,Clear,0.26,0.2424,0.33,0.2537,13,113,126
Spring,y1,m1,h19,Yes,w1,No,Clear,0.24,0.2273,0.38,0.2239,4,89,93
Spring,y1,m1,h20,Yes,w1,No,Clear,0.24,0.2273,0.41,0.2239,5,83,88
Spring,y1,m1,h21,Yes,w1,No,Mist,0.24,0.2121,0.41,0.3284,3,63,66
Spring,y1,m1,h22,Yes,w1,No,Mist,0.22,0.2121,0.44,0.2836,3,36,39
Spring,y1,m1,h23,Yes,w1,No,Clear,0.22,0.2121,0.44,0.2537,2,32,34
Spring,y1,m1,h0,No,w2,Yes,Clear,0.2,0.197,0.51,0.2537,0,13,13
Spring,y1,m1,h1,No,w2,Yes,Clear,0.18,0.1818,0.55,0.2239,1,5,6
Spring,y1,m1,h2,No,w2,Yes,Clear,0.18,0.1667,0.51,0.2537,0,3,3
Spring,y1,m1,h3,No,w2,Yes,Clear,0.16,0.1364,0.55,0.2836,0,2,2
Spring,y1,m1,h4,No,w2,Yes,Clear,0.16,0.1515,0.55,0.2537,0,5,5
Spring,y1,m1,h5,No,w2,Yes,Clear,0.14,0.1364,0.54,0.194,0,12,12
Spring,y1,m1,h6,No,w2,Yes,Clear,0.14,0.1212,0.59,0.2836,4,81,85
Spring,y1,m1,h7,No,w2,Yes,Clear,0.14,0.1212,0.59,0.2537,2,168,170
Spring,y1,m1,h8,No,w2,Yes,Clear,0.16,0.1364,0.55,0.2836,5,349,354
Spring,y1,m1,h9,No,w2,Yes,Clear,0.16,0.1364,0.5,0.2836,8,145,153
Spring,y1,m1,h10,No,w2,Yes,Clear,0.16,0.1212,0.47,0.4627,5,55,60
Spring,y1,m1,h11,No,w2,Yes,Clear,0.18,0.1364,0.37,0.5224,12,63,75
Spring,y1,m1,h12,No,w2,Yes,Clear,0.18,0.1364,0.37,0.5224,4,70,74
Spring,y1,m1,h13,No,w2,Yes,Clear,0.18,0.1212,0.34,0.6567,5,68,73
Spring,y1,m1,h14,No,w2,Yes,Clear,0.16,0.1212,0.43,0.5224,7,72,79
Spring,y1,m1,h15,No,w2,Yes,Clear,0.16,0.1212,0.37,0.4179,9,68,77
Spring,y1,m1,h16,No,w2,Yes,Clear,0.14,0.0909,0.39,0.5821,7,129,136
Spring,y1,m1,h17,No,w2,Yes,Clear,0.14,0.1061,0.26,0.4627,4,241,245
Spring,y1,m1,h18,No,w2,Yes,Clear,0.14,0.0909,0.26,0.5224,10,214,224
Spring,y1,m1,h19,No,w2,Yes,Clear,0.12,0.0909,0.28,0.4179,4,152,156
Spring,y1,m1,h20,No,w2,Yes,Clear,0.12,0.1212,0.33,0.2537,0,115,115
Spring,y1,m1,h21,No,w2,Yes,Clear,0.1,0.1061,0.36,0.2239,2,66,68
Spring,y1,m1,h22,No,w2,Yes,Clear,0.1,0.1061,0.46,0.2537,0,33,33
Spring,y1,m1,h23,No,w2,Yes,Clear,0.1,0.0758,0.46,0.3881,0,18,18
Spring,y1,m1,h0,No,w3,Yes,Clear,0.08,0.0606,0.42,0.3284,0,9,9
Spring,y1,m1,h1,No,w3,Yes,Clear,0.04,0.0303,0.38,0.2985,0,3,3
Spring,y1,m1,h2,No,w3,Yes,Clear,0.02,0.0152,0.34,0.2836,0,1,1
Spring,y1,m1,h3,No,w3,Yes,Clear,0.02,0.0152,0.34,0.2836,0,1,1
Spring,y1,m1,h4,No,w3,Yes,Clear,0.02,0.0455,0.41,0.194,0,2,2
Spring,y1,m1,h5,No,w3,Yes,Clear,0.02,0.0455,0.41,0.194,0,14,14
Spring,y1,m1,h6,No,w3,Yes,Clear,0.02,0.0455,0.41,0.1642,0,59,59
Spring,y1,m1,h7,No,w3,Yes,Clear,0.02,0.0455,0.44,0.194,1,151,152
Spring,y1,m1,h8,No,w3,Yes,Clear,0.02,0.0606,0.44,0.1343,5,310,315
Spring,y1,m1,h9,No,w3,Yes,Clear,0.04,0.0606,0.45,0.1343,7,173,180
Spring,y1,m1,h10,No,w3,Yes,Clear,0.06,0.1061,0.45,0,7,57,64
Spring,y1,m1,h11,No,w3,Yes,Mist,0.08,0.1212,0.42,0.0896,6,40,46
Spring,y1,m1,h12,No,w3,Yes,Mist,0.1,0.1061,0.46,0.194,9,75,84
Spring,y1,m1,h13,No,w3,Yes,Mist,0.14,0.1212,0.43,0.2537,9,82,91
Spring,y1,m1,h14,No,w3,Yes,Mist,0.14,0.1212,0.46,0.2537,6,69,75
Spring,y1,m1,h15,No,w3,Yes,Mist,0.18,0.1515,0.37,0.3284,9,81,90
Spring,y1,m1,h16,No,w3,Yes,Mist,0.18,0.1667,0.4,0.2836,8,123,131
Spring,y1,m1,h17,No,w3,Yes,Mist,0.2,0.197,0.4,0.194,9,272,281
Spring,y1,m1,h18,No,w3,Yes,Mist,0.2,0.2121,0.37,0.1343,9,280,289
Spring,y1,m1,h19,No,w3,Yes,Mist,0.2,0.2273,0.4,0.1045,2,182,184
Spring,y1,m1,h20,No,w3,Yes,Mist,0.2,0.197,0.4,0.194,2,121,123
Spring,y1,m1,h21,No,w3,Yes,Mist,0.2,0.2576,0.44,0,2,88,90
Spring,y1,m1,h22,No,w3,Yes,Mist,0.2,0.2273,0.47,0.0896,4,48,52
Spring,y1,m1,h23,No,w3,Yes,Mist,0.2,0.2273,0.44,0.1045,0,32,32
Spring,y1,m1,h0,No,w4,Yes,Mist,0.22,0.2273,0.47,0.194,1,13,14
Spring,y1,m1,h1,No,w4,Yes,Clear,0.2,0.2273,0.51,0.0896,0,5,5
Spring,y1,m1,h2,No,w4,Yes,Clear,0.2,0.2273,0.51,0.0896,0,4,4
Spring,y1,m1,h3,No,w4,Yes,Clear,0.2,0.2576,0.61,0,0,4,4
Spring,y1,m1,h4,No,w4,Yes,Mist,0.2,0.2273,0.59,0.0896,0,5,5
Spring,y1,m1,h5,No,w4,Yes,Mist,0.2,0.2273,0.59,0.0896,0,26,26
Spring,y1,m1,h6,No,w4,Yes,Mist,0.2,0.2121,0.75,0.1343,0,78,78
Spring,y1,m1,h7,No,w4,Yes,Mist,0.2,0.2273,0.69,0.0896,3,212,215
Spring,y1,m1,h8,No,w4,Yes,Mist,0.2,0.2576,0.75,0,11,377,388
Spring,y1,m1,h9,No,w4,Yes,Mist,0.22,0.2727,0.69,0,7,220,227
Spring,y1,m1,h10,No,w4,Yes,Mist,0.24,0.2576,0.52,0.0896,5,81,86
Spring,y1,m1,h11,No,w4,Yes,Clear,0.3,0.3333,0.49,0,6,78,84
Spring,y1,m1,h12,No,w4,Yes,Clear,0.3,0.2879,0.49,0.2537,6,114,120
Spring,y1,m1,h13,No,w4,Yes,Clear,0.34,0.303,0.42,0.2985,6,112,118
Spring,y1,m1,h14,No,w4,Yes,Clear,0.34,0.3182,0.39,0.2836,13,104,117
Spring,y1,m1,h15,No,w4,Yes,Clear,0.36,0.3333,0.34,0.2836,6,113,119
Spring,y1,m1,h16,No,w4,Yes,Clear,0.36,0.3333,0.34,0.2836,19,178,197
Spring,y1,m1,h17,No,w4,Yes,Mist,0.36,0.3485,0.34,0.194,19,393,412
Spring,y1,m1,h18,No,w4,Yes,Clear,0.34,0.3333,0.36,0.1642,9,374,383
Spring,y1,m1,h19,No,w4,Yes,Clear,0.34,0.3485,0.34,0.0896,10,255,265
Spring,y1,m1,h20,No,w4,Yes,Clear,0.3,0.3333,0.49,0,5,172,177
Spring,y1,m1,h21,No,w4,Yes,Clear,0.26,0.2727,0.6,0.1343,9,88,97
Spring,y1,m1,h22,No,w4,Yes,Clear,0.26,0.2576,0.6,0.1642,1,70,71
Spring,y1,m1,h23,No,w4,Yes,Clear,0.24,0.2576,0.7,0.1045,4,56,60
Spring,y1,m1,h0,No,w5,Yes,Clear,0.22,0.2576,0.75,0.0896,1,24,25
Spring,y1,m1,h1,No,w5,Yes,Clear,0.22,0.2727,0.75,0,2,6,8
Spring,y1,m1,h2,No,w5,Yes,Clear,0.22,0.2273,0.69,0.1642,2,3,5
Spring,y1,m1,h3,No,w5,Yes,Clear,0.22,0.2424,0.69,0.1045,1,3,4
Spring,y1,m1,h4,No,w5,Yes,Clear,0.22,0.2273,0.69,0.1343,0,3,3
Spring,y1,m1,h5,No,w5,Yes,Mist,0.2,0.2121,0.8,0.1343,0,13,13
Spring,y1,m1,h6,No,w5,Yes,Mist,0.22,0.2424,0.73,0.1045,1,69,70
Spring,y1,m1,h7,No,w5,Yes,Mist,0.24,0.2879,0.65,0,4,201,205
Spring,y1,m1,h8,No,w5,Yes,Clear,0.24,0.2424,0.7,0.1343,11,436,447
Spring,y1,m1,h9,No,w5,Yes,Clear,0.24,0.2424,0.7,0.1642,4,237,241
Spring,y1,m1,h10,No,w5,Yes,Clear,0.26,0.2576,0.65,0.194,14,102,116
Spring,y1,m1,h11,No,w5,Yes,Clear,0.3,0.303,0.56,0.1642,8,130,138
Spring,y1,m1,h12,No,w5,Yes,Clear,0.36,0.3333,0.5,0.2537,23,168,191
Spring,y1,m1,h13,No,w5,Yes,Clear,0.4,0.4091,0.43,0.2836,16,188,204
Spring,y1,m1,h14,No,w5,Yes,Clear,0.46,0.4545,0.36,0.194,26,152,178
Spring,y1,m1,h15,No,w5,Yes,Clear,0.52,0.5,0.27,0.2537,44,178,222
Spring,y1,m1,h16,No,w5,Yes,Clear,0.52,0.5,0.27,0.2836,35,259,294
Spring,y1,m1,h17,No,w5,Yes,Clear,0.46,0.4545,0.36,0.2239,20,456,476
Spring,y1,m1,h18,No,w5,Yes,Clear,0.5,0.4848,0.29,0.2537,28,391,419
Spring,y1,m1,h19,No,w5,Yes,Clear,0.46,0.4545,0.33,0.2836,11,261,272
Spring,y1,m1,h20,No,w5,Yes,Clear,0.42,0.4242,0.41,0.194,14,163,177
Spring,y1,m1,h21,No,w5,Yes,Clear,0.4,0.4091,0.43,0.2239,17,137,154
Spring,y1,m1,h22,No,w5,Yes,Clear,0.36,0.3485,0.5,0.194,12,123,135
Spring,y1,m1,h23,No,w5,Yes,Clear,0.36,0.3788,0.5,0,13,88,101
Spring,y1,m1,h0,No,w6,No,Clear,0.36,0.3485,0.5,0.1642,2,77,79
Spring,y1,m1,h1,No,w6,No,Clear,0.38,0.3939,0.46,0.1642,6,56,62
Spring,y1,m1,h2,No,w6,No,Clear,0.36,0.3636,0.5,0.1045,2,36,38
Spring,y1,m1,h3,No,w6,No,Clear,0.32,0.3333,0.57,0.1045,1,19,20
Spring,y1,m1,h4,No,w6,No,Clear,0.32,0.3333,0.57,0.0896,1,9,10
Spring,y1,m1,h5,No,w6,No,Clear,0.26,0.2727,0.75,0.1045,2,7,9
Spring,y1,m1,h6,No,w6,No,Clear,0.26,0.2727,0.75,0.1045,0,7,7
Spring,y1,m1,h7,No,w6,No,Clear,0.22,0.2273,0.87,0.194,0,20,20
Spring,y1,m1,h8,No,w6,No,Clear,0.24,0.2576,0.75,0.1045,0,64,64
Spring,y1,m1,h9,No,w6,No,Clear,0.22,0.2273,0.8,0.1343,14,116,130
Spring,y1,m1,h10,No,w6,No,Clear,0.28,0.303,0.75,0.0896,43,160,203
Spring,y1,m1,h11,No,w6,No,Clear,0.34,0.3182,0.57,0.2239,74,250,324
Spring,y1,m1,h12,No,w6,No,Clear,0.4,0.4091,0.43,0.2239,100,276,376
Spring,y1,m1,h13,No,w6,No,Clear,0.44,0.4394,0.44,0.194,149,296,445
Spring,y1,m1,h14,No,w6,No,Clear,0.5,0.4848,0.42,0.2836,156,356,512
Spring,y1,m1,h15,No,w6,No,Clear,0.58,0.5455,0.37,0.2985,132,317,449
Spring,y1,m1,h16,No,w6,No,Mist,0.56,0.5303,0.37,0.2836,133,268,401
Spring,y1,m1,h17,No,w6,No,Mist,0.54,0.5152,0.43,0.1343,87,235,322
Spring,y1,m1,h18,No,w6,No,Clear,0.54,0.5152,0.45,0.1343,49,248,297
Spring,y1,m1,h19,No,w6,No,Clear,0.52,0.5,0.42,0.1045,44,171,215
Spring,y1,m1,h20,No,w6,No,Clear,0.5,0.4848,0.39,0.2537,21,149,170
Spring,y1,m1,h21,No,w6,No,Clear,0.44,0.4394,0.44,0.2239,22,118,140
Spring,y1,m1,h22,No,w6,No,Clear,0.44,0.4394,0.38,0.2537,16,93,109
Spring,y1,m1,h23,No,w6,No,Clear,0.42,0.4242,0.38,0.2239,16,103,119
Spring,y1,m1,h0,No,w0,No,Clear,0.38,0.3939,0.4,0.2836,14,77,91
Spring,y1,m1,h1,No,w0,No,Clear,0.34,0.3333,0.42,0.194,10,62,72
Spring,y1,m1,h2,No,w0,No,Clear,0.36,0.3333,0.37,0.2836,10,57,67
Spring,y1,m1,h3,No,w0,No,Clear,0.34,0.3333,0.42,0.1343,6,26,32
Spring,y1,m1,h4,No,w0,No,Clear,0.32,0.303,0.49,0.2537,2,4,6
Spring,y1,m1,h5,No,w0,No,Mist,0.32,0.3333,0.49,0.1045,0,2,2
Spring,y1,m1,h6,No,w0,No,Mist,0.3,0.3333,0.52,0,0,2,2
Spring,y1,m1,h7,No,w0,No,Mist,0.3,0.3333,0.52,0,1,23,24
Spring,y1,m1,h8,No,w0,No,Clear,0.3,0.303,0.52,0.1343,4,53,57
Spring,y1,m1,h9,No,w0,No,Clear,0.32,0.3333,0.53,0.1343,23,102,125
Spring,y1,m1,h10,No,w0,No,Clear,0.34,0.3333,0.49,0.1642,27,181,208
Spring,y1,m1,h11,No,w0,No,Clear,0.36,0.3485,0.46,0.2239,55,201,256
Spring,y1,m1,h12,No,w0,No,Clear,0.38,0.3939,0.43,0.2239,78,273,351
Spring,y1,m1,h13,No,w0,No,Clear,0.4,0.4091,0.37,0.2985,77,266,343
Spring,y1,m1,h14,No,w0,No,Clear,0.4,0.4091,0.4,0.194,75,253,328
Spring,y1,m1,h15,No,w0,No,Clear,0.4,0.4091,0.37,0.2836,89,241,330
Spring,y1,m1,h16,No,w0,No,Clear,0.4,0.4091,0.37,0.2985,58,256,314
Spring,y1,m1,h17,No,w0,No,Clear,0.38,0.3939,0.4,0.2239,22,197,219
Spring,y1,m1,h18,No,w0,No,Clear,0.34,0.3182,0.46,0.2239,19,162,181
Spring,y1,m1,h19,No,w0,No,Clear,0.32,0.3182,0.49,0.194,8,104,112
Spring,y1,m1,h20,No,w0,No,Clear,0.3,0.303,0.52,0.1642,7,119,126
Spring,y1,m1,h21,No,w0,No,Clear,0.28,0.2727,0.56,0.2239,10,81,91
Spring,y1,m1,h22,No,w0,No,Clear,0.26,0.2727,0.6,0.1045,4,54,58
Spring,y1,m1,h23,No,w0,No,Clear,0.26,0.2424,0.56,0.2537,0,30,30
Spring,y1,m1,h0,No,w1,Yes,Clear,0.24,0.2273,0.6,0.2239,3,12,15
Spring,y1,m1,h1,No,w1,Yes,Clear,0.24,0.2424,0.6,0.1343,1,4,5
Spring,y1,m1,h2,No,w1,Yes,Clear,0.24,0.2424,0.56,0.1343,2,3,5
Spring,y1,m1,h3,No,w1,Yes,Clear,0.24,0.2424,0.52,0.1642,0,3,3
Spring,y1,m1,h4,No,w1,Yes,Clear,0.22,0.2424,0.64,0.1045,0,4,4
Spring,y1,m1,h5,No,w1,Yes,Mist,0.2,0.2273,0.64,0.0896,0,21,21
Spring,y1,m1,h6,No,w1,Yes,Mist,0.22,0.2273,0.6,0.1343,3,85,88
Spring,y1,m1,h7,No,w1,Yes,Mist,0.22,0.2424,0.6,0.1045,1,239,240
Spring,y1,m1,h8,No,w1,Yes,Mist,0.22,0.2576,0.55,0.0896,13,407,420
Spring,y1,m1,h9,No,w1,Yes,Mist,0.22,0.2727,0.64,0,9,188,197
Spring,y1,m1,h10,No,w1,Yes,Clear,0.24,0.2879,0.6,0,13,95,108
Spring,y1,m1,h11,No,w1,Yes,Mist,0.26,0.2879,0.56,0.0896,6,82,88
Spring,y1,m1,h12,No,w1,Yes,Mist,0.26,0.2727,0.56,0.1045,10,93,103
Spring,y1,m1,h13,No,w1,Yes,Mist,0.26,0.2727,0.56,0.1045,3,77,80
Spring,y1,m1,h14,No,w1,Yes,Snow,0.22,0.2273,0.75,0.1642,5,45,50
Spring,y1,m1,h15,No,w1,Yes,Snow,0.22,0.2273,0.75,0.1642,5,64,69
Spring,y1,m1,h16,No,w1,Yes,Snow,0.22,0.2576,0.87,0.0896,3,46,49
Spring,y1,m1,h17,No,w1,Yes,Snow,0.22,0.2727,0.87,0,5,147,152
Spring,y1,m1,h18,No,w1,Yes,Rain,0.2,0.2273,0.86,0.0896,6,158,164
Spring,y1,m1,h19,No,w1,Yes,Snow,0.2,0.2273,0.93,0.0896,3,187,190
Spring,y1,m1,h20,No,w1,Yes,Mist,0.2,0.2273,0.86,0.0896,5,127,132
Spring,y1,m1,h21,No,w1,Yes,Mist,0.2,0.2576,0.93,0,1,78,79
Spring,y1,m1,h22,No,w1,Yes,Mist,0.2,0.2273,0.92,0.1045,8,54,62
Spring,y1,m1,h23,No,w1,Yes,Mist,0.22,0.2424,0.87,0.1045,1,51,52
Spring,y1,m1,h0,No,w2,Yes,Mist,0.22,0.2424,0.87,0.1045,0,14,14
Spring,y1,m1,h1,No,w2,Yes,Mist,0.22,0.2424,0.93,0.1045,2,3,5
Spring,y1,m1,h2,No,w2,Yes,Mist,0.22,0.2273,0.87,0.1642,2,2,4
Spring,y1,m1,h4,No,w2,Yes,Mist,0.2,0.2121,0.86,0.1642,0,4,4
Spring,y1,m1,h5,No,w2,Yes,Clear,0.4,0.4091,0.47,0.2239,0,23,23
Spring,y1,m1,h6,No,w2,Yes,Mist,0.18,0.1818,0.93,0.194,0,79,79
Spring,y1,m1,h7,No,w2,Yes,Mist,0.18,0.197,0.93,0.1642,3,219,222
